timestamp,node,cpu_percent,memory_mb,memory_percent
2025-12-25T23:08:59+08:00,master,0.0,2144,13.5
2025-12-25T23:08:59+08:00,worker-1,0.0,559,7.1
2025-12-25T23:08:59+08:00,worker-2,0.0,838,10.6
2025-12-25T23:08:59+08:00,worker-3,1.2,603,3.8
2025-12-25T23:08:59+08:00,worker-4,1.0,672,4.2
2025-12-25T23:09:06+08:00,master,1.1,2086,13.1
2025-12-25T23:09:06+08:00,worker-1,0.0,559,7.1
2025-12-25T23:09:06+08:00,worker-2,1.1,829,10.5
2025-12-25T23:09:06+08:00,worker-3,1.1,604,3.8
2025-12-25T23:09:06+08:00,worker-4,1.0,672,4.2
2025-12-25T23:09:14+08:00,master,6.0,2130,13.4
2025-12-25T23:09:14+08:00,worker-1,0.0,560,7.2
2025-12-25T23:09:14+08:00,worker-2,1.2,827,10.5
2025-12-25T23:09:14+08:00,worker-3,1.1,605,3.8
2025-12-25T23:09:14+08:00,worker-4,2.0,672,4.2
2025-12-25T23:09:21+08:00,master,0.0,2105,13.2
2025-12-25T23:09:21+08:00,worker-1,0.0,562,7.2
2025-12-25T23:09:21+08:00,worker-2,1.2,827,10.5
2025-12-25T23:09:21+08:00,worker-3,2.3,597,3.7
2025-12-25T23:09:21+08:00,worker-4,1.0,671,4.2
